DateTime,Temperature,Humidity,Label
2023-09-03 19:00:00,27.9,36.7,0
2023-09-03 20:00:00,22.1,51.0,0
2023-09-03 21:00:00,26.8,56.8,0
2023-09-03 22:00:00,20.9,40.2,0
2023-09-03 23:00:00,18.2,21.6,0
2023-09-04 00:00:00,24.9,61.0,1
2023-09-04 01:00:00,26.1,74.5,1
2023-09-04 02:00:00,15.2,13.7,0
2023-09-04 03:00:00,28.7,26.7,1
2023-09-04 04:00:00,23.6,54.0,0
2023-09-04 05:00:00,24.4,26.6,0
2023-09-04 06:00:00,26.2,52.9,0
2023-09-04 07:00:00,27.3,58.6,0
2023-09-04 08:00:00,16.0,71.8,1
2023-09-04 09:00:00,26.9,64.9,1
2023-09-04 10:00:00,19.7,67.7,1
2023-09-04 11:00:00,29.3,11.4,1
2023-09-04 12:00:00,24.3,42.2,0
2023-09-04 13:00:00,28.6,73.1,1
2023-09-04 14:00:00,15.2,37.9,0
2023-09-04 15:00:00,22.1,63.2,1
2023-09-04 16:00:00,16.1,53.6,0
2023-09-04 17:00:00,25.4,75.3,1
2023-09-04 18:00:00,18.4,31.3,0
2023-09-04 19:00:00,22.9,66.6,1
2023-09-04 20:00:00,17.3,34.2,0
2023-09-04 21:00:00,21.0,20.9,0
2023-09-04 22:00:00,19.3,38.6,0
2023-09-04 23:00:00,21.9,34.7,0
2023-09-05 00:00:00,19.1,28.4,0
2023-09-05 01:00:00,21.0,15.2,0
2023-09-05 02:00:00,28.2,32.5,1
2023-09-05 03:00:00,15.9,44.7,0
2023-09-05 04:00:00,21.8,57.0,0
2023-09-05 05:00:00,23.8,36.1,0
2023-09-05 06:00:00,16.4,45.6,0
2023-09-05 07:00:00,20.2,12.3,0
2023-09-05 08:00:00,15.6,54.6,0
2023-09-05 09:00:00,28.6,73.6,1
2023-09-05 10:00:00,17.6,42.7,0
2023-09-05 11:00:00,18.8,54.2,0
2023-09-05 12:00:00,20.3,18.8,0
2023-09-05 13:00:00,22.4,14.8,0
2023-09-05 14:00:00,28.2,78.0,1
2023-09-05 15:00:00,21.3,46.6,0
2023-09-05 16:00:00,20.8,42.8,0
2023-09-05 17:00:00,18.7,40.7,0
2023-09-05 18:00:00,15.4,65.5,1
2023-09-05 19:00:00,23.1,27.5,0
2023-09-05 20:00:00,18.5,66.6,1
2023-09-05 21:00:00,25.8,64.9,1
2023-09-05 22:00:00,24.6,51.1,0
2023-09-05 23:00:00,17.6,14.9,0
2023-09-06 00:00:00,27.9,36.3,0
2023-09-06 01:00:00,16.5,44.9,0
2023-09-06 02:00:00,25.3,65.0,1
2023-09-06 03:00:00,15.8,37.2,0
2023-09-06 04:00:00,15.6,21.2,0
2023-09-06 05:00:00,24.8,25.5,0
2023-09-06 06:00:00,21.3,31.6,0
2023-09-06 07:00:00,25.0,10.8,0
2023-09-06 08:00:00,20.7,39.6,0
2023-09-06 09:00:00,26.8,25.8,0
2023-09-06 10:00:00,21.0,67.7,1
2023-09-06 11:00:00,27.4,55.3,0
2023-09-06 12:00:00,20.6,70.3,1
2023-09-06 13:00:00,22.0,55.1,0
2023-09-06 14:00:00,25.8,56.7,0
2023-09-06 15:00:00,24.0,18.4,0
2023-09-06 16:00:00,25.1,19.3,0
2023-09-06 17:00:00,25.2,57.8,0
2023-09-06 18:00:00,28.5,47.2,1
2023-09-06 19:00:00,25.2,68.1,1
2023-09-06 20:00:00,23.4,73.3,1
2023-09-06 21:00:00,20.3,21.7,0
2023-09-06 22:00:00,22.5,44.7,0
2023-09-06 23:00:00,15.2,79.3,1
2023-09-07 00:00:00,16.1,16.3,0
2023-09-07 01:00:00,27.1,11.5,0
2023-09-07 02:00:00,21.8,15.2,0
2023-09-07 03:00:00,26.6,65.1,1
2023-09-07 04:00:00,24.8,23.3,0
2023-09-07 05:00:00,19.5,65.9,1
2023-09-07 06:00:00,18.0,45.5,0
2023-09-07 07:00:00,23.6,41.1,0
2023-09-07 08:00:00,20.1,68.7,1
2023-09-07 09:00:00,26.8,75.4,1
2023-09-07 10:00:00,26.3,18.1,0
2023-09-07 11:00:00,25.8,32.3,0
2023-09-07 12:00:00,26.0,75.3,1
2023-09-07 13:00:00,29.9,69.6,1
2023-09-07 14:00:00,22.2,43.1,0
2023-09-07 15:00:00,18.7,60.2,1
2023-09-07 16:00:00,18.5,53.9,0
2023-09-07 17:00:00,26.7,74.1,1
2023-09-07 18:00:00,28.8,75.6,1
2023-09-07 19:00:00,29.2,22.3,1
2023-09-07 20:00:00,19.2,38.5,0
2023-09-07 21:00:00,16.4,33.1,0
2023-09-07 22:00:00,26.3,34.2,0
2023-09-07 23:00:00,27.3,68.3,1
2023-09-08 00:00:00,21.4,11.6,0
2023-09-08 01:00:00,21.8,38.3,0
2023-09-08 02:00:00,26.1,16.0,0
2023-09-08 03:00:00,27.5,71.7,1
2023-09-08 04:00:00,18.2,27.5,0
2023-09-08 05:00:00,20.8,30.7,0
2023-09-08 06:00:00,19.7,27.3,0
2023-09-08 07:00:00,21.0,42.6,0
2023-09-08 08:00:00,20.8,20.1,0
2023-09-08 09:00:00,17.6,48.1,0
2023-09-08 10:00:00,15.1,69.3,1
2023-09-08 11:00:00,23.0,60.2,1
2023-09-08 12:00:00,24.3,35.8,0
2023-09-08 13:00:00,17.4,51.7,0
2023-09-08 14:00:00,23.0,67.0,1
2023-09-08 15:00:00,27.4,51.0,0
2023-09-08 16:00:00,25.7,70.7,1
2023-09-08 17:00:00,28.6,63.8,1
2023-09-08 18:00:00,27.9,31.0,0
2023-09-08 19:00:00,23.9,36.4,0
2023-09-08 20:00:00,27.4,54.2,0
2023-09-08 21:00:00,28.7,29.1,1
2023-09-08 22:00:00,22.9,50.2,0
2023-09-08 23:00:00,29.5,64.9,1
2023-09-09 00:00:00,21.6,62.4,1
2023-09-09 01:00:00,16.1,65.9,1
2023-09-09 02:00:00,25.6,35.9,0
2023-09-09 03:00:00,29.7,49.2,1
2023-09-09 04:00:00,17.8,20.1,0
2023-09-09 05:00:00,26.9,64.1,1
2023-09-09 06:00:00,16.9,47.5,0
2023-09-09 07:00:00,27.9,73.0,1
2023-09-09 08:00:00,22.9,16.0,0
2023-09-09 09:00:00,17.8,70.1,1
2023-09-09 10:00:00,20.8,67.0,1
2023-09-09 11:00:00,26.9,71.2,1
2023-09-09 12:00:00,29.0,11.2,1
2023-09-09 13:00:00,17.7,77.5,1
2023-09-09 14:00:00,15.9,24.6,0
2023-09-09 15:00:00,29.8,59.9,1
2023-09-09 16:00:00,26.6,36.6,0
2023-09-09 17:00:00,23.6,72.3,1
2023-09-09 18:00:00,15.2,53.5,0
2023-09-09 19:00:00,20.1,16.2,0
2023-09-09 20:00:00,17.5,48.9,0
2023-09-09 21:00:00,21.9,43.7,0
2023-09-09 22:00:00,27.5,37.1,0
2023-09-09 23:00:00,15.4,31.8,0
2023-09-10 00:00:00,16.0,57.6,0
2023-09-10 01:00:00,28.3,27.6,1
2023-09-10 02:00:00,25.5,42.4,0
2023-09-10 03:00:00,25.3,33.5,0
2023-09-10 04:00:00,26.0,60.9,1
2023-09-10 05:00:00,21.0,45.2,0
2023-09-10 06:00:00,24.3,38.2,0
2023-09-10 07:00:00,20.1,73.3,1
2023-09-10 08:00:00,19.4,78.2,1
2023-09-10 09:00:00,20.9,50.4,0
2023-09-10 10:00:00,27.8,26.9,0
2023-09-10 11:00:00,22.6,64.4,1
2023-09-10 12:00:00,24.0,19.8,0
2023-09-10 13:00:00,29.7,40.4,1
2023-09-10 14:00:00,22.8,22.8,0
2023-09-10 15:00:00,18.4,10.9,0
2023-09-10 16:00:00,24.6,41.0,0
2023-09-10 17:00:00,15.0,40.6,0
2023-09-10 18:00:00,27.0,23.3,0
2023-09-10 19:00:00,19.2,13.6,0
2023-09-10 20:00:00,27.1,48.5,0
2023-09-10 21:00:00,18.4,39.5,0
2023-09-10 22:00:00,18.3,11.2,0
2023-09-10 23:00:00,27.2,51.2,0
2023-09-11 00:00:00,22.8,77.8,1
2023-09-11 01:00:00,22.9,67.0,1
2023-09-11 02:00:00,21.5,59.0,0
2023-09-11 03:00:00,16.9,24.9,0
2023-09-11 04:00:00,22.1,24.4,0
2023-09-11 05:00:00,20.3,64.3,1
2023-09-11 06:00:00,24.5,32.4,0
2023-09-11 07:00:00,28.1,43.4,1
2023-09-11 08:00:00,27.3,73.3,1
2023-09-11 09:00:00,24.7,61.0,1
2023-09-11 10:00:00,25.3,49.8,0
2023-09-11 11:00:00,24.7,56.6,0
2023-09-11 12:00:00,20.1,20.5,0
2023-09-11 13:00:00,24.5,34.8,0
2023-09-11 14:00:00,22.4,42.3,0
2023-09-11 15:00:00,26.2,44.2,0
2023-09-11 16:00:00,19.1,11.1,0
2023-09-11 17:00:00,17.5,19.8,0
2023-09-11 18:00:00,16.7,49.6,0
2023-09-11 19:00:00,15.6,26.3,0
2023-09-11 20:00:00,26.8,60.8,1
2023-09-11 21:00:00,21.9,29.0,0
2023-09-11 22:00:00,26.1,58.5,0
2023-09-11 23:00:00,23.9,14.4,0
2023-09-12 00:00:00,21.1,79.7,1
2023-09-12 01:00:00,24.5,79.2,1
2023-09-12 02:00:00,23.2,26.8,0
2023-09-12 03:00:00,28.7,36.4,1
2023-09-12 04:00:00,29.9,38.9,1
2023-09-12 05:00:00,22.2,13.1,0
2023-09-12 06:00:00,17.5,15.7,0
2023-09-12 07:00:00,17.8,33.2,0
2023-09-12 08:00:00,18.7,52.4,0
2023-09-12 09:00:00,17.0,28.8,0
2023-09-12 10:00:00,28.2,45.0,1
2023-09-12 11:00:00,19.0,51.7,0
2023-09-12 12:00:00,22.1,46.1,0
2023-09-12 13:00:00,29.9,73.0,1
2023-09-12 14:00:00,26.6,49.2,0
2023-09-12 15:00:00,20.9,45.7,0
2023-09-12 16:00:00,19.9,66.6,1
2023-09-12 17:00:00,24.4,78.9,1
2023-09-12 18:00:00,20.9,63.7,1
2023-09-12 19:00:00,28.8,57.0,1
2023-09-12 20:00:00,16.1,79.4,1
2023-09-12 21:00:00,29.3,43.7,1
2023-09-12 22:00:00,28.4,15.6,1
2023-09-12 23:00:00,29.8,66.4,1
2023-09-13 00:00:00,18.9,63.4,1
2023-09-13 01:00:00,26.0,71.3,1
2023-09-13 02:00:00,15.1,42.2,0
2023-09-13 03:00:00,15.8,13.0,0
2023-09-13 04:00:00,28.1,72.1,1
2023-09-13 05:00:00,24.1,51.1,0
2023-09-13 06:00:00,29.2,58.6,1
2023-09-13 07:00:00,24.7,35.7,0
2023-09-13 08:00:00,29.1,56.0,1
2023-09-13 09:00:00,21.7,12.6,0
2023-09-13 10:00:00,26.0,62.7,1
2023-09-13 11:00:00,28.1,65.6,1
2023-09-13 12:00:00,20.4,17.5,0
2023-09-13 13:00:00,18.9,31.7,0
2023-09-13 14:00:00,16.3,61.7,1
2023-09-13 15:00:00,21.3,20.4,0
2023-09-13 16:00:00,19.6,39.6,0
2023-09-13 17:00:00,27.8,52.6,0
2023-09-13 18:00:00,15.9,30.4,0
2023-09-13 19:00:00,28.7,30.0,1
2023-09-13 20:00:00,27.3,63.4,1
2023-09-13 21:00:00,28.2,26.1,1
2023-09-13 22:00:00,25.2,35.2,0
2023-09-13 23:00:00,18.4,58.6,0
2023-09-14 00:00:00,21.9,66.0,1
2023-09-14 01:00:00,20.8,20.2,0
2023-09-14 02:00:00,25.5,37.0,0
2023-09-14 03:00:00,29.1,75.6,1
2023-09-14 04:00:00,28.4,49.1,1
2023-09-14 05:00:00,26.7,25.7,0
2023-09-14 06:00:00,20.8,25.0,0
2023-09-14 07:00:00,30.0,28.4,1
2023-09-14 08:00:00,22.1,72.6,1
2023-09-14 09:00:00,18.0,75.4,1
2023-09-14 10:00:00,18.3,26.3,0
2023-09-14 11:00:00,23.2,39.9,0
2023-09-14 12:00:00,21.9,39.2,0
2023-09-14 13:00:00,22.4,21.0,0
2023-09-14 14:00:00,29.9,43.5,1
2023-09-14 15:00:00,29.8,30.6,1
2023-09-14 16:00:00,17.0,37.8,0
2023-09-14 17:00:00,15.3,32.9,0
2023-09-14 18:00:00,19.9,62.5,1
2023-09-14 19:00:00,21.5,34.7,0
2023-09-14 20:00:00,15.5,16.5,0
2023-09-14 21:00:00,16.4,79.0,1
2023-09-14 22:00:00,17.8,78.8,1
2023-09-14 23:00:00,28.8,30.7,1
2023-09-15 00:00:00,23.1,67.0,1
2023-09-15 01:00:00,15.8,38.8,0
2023-09-15 02:00:00,24.1,68.3,1
2023-09-15 03:00:00,25.6,65.0,1
2023-09-15 04:00:00,18.1,79.4,1
2023-09-15 05:00:00,21.2,55.3,0
2023-09-15 06:00:00,26.7,62.7,1
2023-09-15 07:00:00,17.5,38.2,0
2023-09-15 08:00:00,17.5,53.7,0
2023-09-15 09:00:00,18.6,25.6,0
2023-09-15 10:00:00,21.3,29.7,0
2023-09-15 11:00:00,22.2,45.2,0
2023-09-15 12:00:00,26.0,58.3,0
2023-09-15 13:00:00,23.0,32.1,0
2023-09-15 14:00:00,19.3,20.7,0
2023-09-15 15:00:00,17.8,42.3,0
2023-09-15 16:00:00,28.0,35.6,1
2023-09-15 17:00:00,18.3,14.6,0
2023-09-15 18:00:00,18.6,17.7,0
2023-09-15 19:00:00,24.0,44.6,0
2023-09-15 20:00:00,16.2,20.9,0
2023-09-15 21:00:00,21.5,18.5,0
2023-09-15 22:00:00,24.0,40.7,0
2023-09-15 23:00:00,23.9,47.9,0
2023-09-16 00:00:00,15.5,60.8,1
2023-09-16 01:00:00,23.3,46.1,0
2023-09-16 02:00:00,28.2,53.9,1
2023-09-16 03:00:00,24.5,10.0,0
2023-09-16 04:00:00,21.2,77.5,1
2023-09-16 05:00:00,27.6,31.1,0
2023-09-16 06:00:00,17.3,69.9,1
2023-09-16 07:00:00,18.6,78.7,1
2023-09-16 08:00:00,22.7,49.6,0
2023-09-16 09:00:00,16.8,21.5,0
2023-09-16 10:00:00,28.9,13.6,1
2023-09-16 11:00:00,21.1,14.5,0
2023-09-16 12:00:00,27.6,20.5,0
2023-09-16 13:00:00,17.6,38.7,0
2023-09-16 14:00:00,25.0,36.3,0
2023-09-16 15:00:00,15.3,47.7,0
2023-09-16 16:00:00,15.5,59.9,0
2023-09-16 17:00:00,19.3,35.7,0
2023-09-16 18:00:00,19.3,16.2,0
2023-09-16 19:00:00,16.5,52.8,0
2023-09-16 20:00:00,24.8,73.6,1
2023-09-16 21:00:00,24.5,21.6,0
2023-09-16 22:00:00,20.5,30.7,0
2023-09-16 23:00:00,16.0,73.4,1
2023-09-17 00:00:00,23.2,40.4,0
2023-09-17 01:00:00,23.8,47.5,0
2023-09-17 02:00:00,17.5,31.8,0
2023-09-17 03:00:00,22.1,51.4,0
2023-09-17 04:00:00,28.2,60.4,1
2023-09-17 05:00:00,16.4,43.6,0
2023-09-17 06:00:00,25.6,79.3,1
2023-09-17 07:00:00,29.1,15.2,1
2023-09-17 08:00:00,17.5,30.3,0
2023-09-17 09:00:00,27.4,57.4,0
2023-09-17 10:00:00,23.8,73.2,1
2023-09-17 11:00:00,17.2,10.3,0
2023-09-17 12:00:00,23.4,46.6,0
2023-09-17 13:00:00,28.0,17.9,1
2023-09-17 14:00:00,27.7,37.4,0
2023-09-17 15:00:00,21.7,44.7,0
2023-09-17 16:00:00,17.3,22.3,0
2023-09-17 17:00:00,20.9,61.7,1
2023-09-17 18:00:00,19.8,21.4,0
2023-09-17 19:00:00,23.1,67.5,1
2023-09-17 20:00:00,25.0,19.2,0
2023-09-17 21:00:00,27.4,67.9,1
2023-09-17 22:00:00,16.6,30.3,0
2023-09-17 23:00:00,24.4,13.3,0
2023-09-18 00:00:00,20.5,34.0,0
2023-09-18 01:00:00,27.1,11.5,0
2023-09-18 02:00:00,29.5,42.3,1
2023-09-18 03:00:00,18.8,37.8,0
2023-09-18 04:00:00,25.7,11.7,0
2023-09-18 05:00:00,29.4,75.8,1
2023-09-18 06:00:00,28.0,33.1,1
2023-09-18 07:00:00,25.5,63.8,1
2023-09-18 08:00:00,17.2,79.4,1
2023-09-18 09:00:00,27.9,48.5,0
2023-09-18 10:00:00,18.4,67.5,1
2023-09-18 11:00:00,23.0,49.0,0
2023-09-18 12:00:00,29.4,29.2,1
2023-09-18 13:00:00,15.5,50.4,0
2023-09-18 14:00:00,21.3,67.2,1
2023-09-18 15:00:00,25.7,53.3,0
2023-09-18 16:00:00,18.7,35.4,0
2023-09-18 17:00:00,17.7,67.4,1
2023-09-18 18:00:00,25.4,43.8,0
2023-09-18 19:00:00,29.1,66.3,1
2023-09-18 20:00:00,17.4,68.8,1
2023-09-18 21:00:00,28.1,59.0,1
2023-09-18 22:00:00,17.2,12.4,0
2023-09-18 23:00:00,25.2,58.5,0
2023-09-19 00:00:00,18.0,55.4,0
2023-09-19 01:00:00,25.0,32.7,0
2023-09-19 02:00:00,15.0,43.4,0
2023-09-19 03:00:00,15.2,35.9,0
2023-09-19 04:00:00,20.9,72.2,1
2023-09-19 05:00:00,21.6,16.0,0
2023-09-19 06:00:00,24.3,29.5,0
2023-09-19 07:00:00,29.0,76.1,1
2023-09-19 08:00:00,17.9,71.5,1
2023-09-19 09:00:00,20.6,38.1,0
2023-09-19 10:00:00,17.2,40.0,0
2023-09-19 11:00:00,21.7,31.1,0
2023-09-19 12:00:00,17.2,42.8,0
2023-09-19 13:00:00,20.3,13.4,0
2023-09-19 14:00:00,24.7,53.7,0
2023-09-19 15:00:00,19.5,30.3,0
2023-09-19 16:00:00,22.8,20.9,0
2023-09-19 17:00:00,15.3,14.9,0
2023-09-19 18:00:00,16.6,21.3,0
2023-09-19 19:00:00,19.9,44.1,0
2023-09-19 20:00:00,24.8,47.7,0
2023-09-19 21:00:00,20.6,16.7,0
2023-09-19 22:00:00,26.1,78.1,1
2023-09-19 23:00:00,28.4,23.3,1
2023-09-20 00:00:00,25.7,24.4,0
2023-09-20 01:00:00,22.5,43.4,0
2023-09-20 02:00:00,27.7,35.6,0
2023-09-20 03:00:00,16.9,77.5,1
2023-09-20 04:00:00,28.4,60.3,1
2023-09-20 05:00:00,21.2,57.9,0
2023-09-20 06:00:00,26.0,74.6,1
2023-09-20 07:00:00,15.6,57.4,0
2023-09-20 08:00:00,23.1,68.2,1
2023-09-20 09:00:00,15.2,41.6,0
2023-09-20 10:00:00,23.4,70.4,1
2023-09-20 11:00:00,17.6,79.5,1
2023-09-20 12:00:00,26.5,51.7,0
2023-09-20 13:00:00,28.7,37.4,1
2023-09-20 14:00:00,26.5,71.0,1
2023-09-20 15:00:00,15.3,68.5,1
2023-09-20 16:00:00,17.9,34.1,0
2023-09-20 17:00:00,16.9,49.7,0
2023-09-20 18:00:00,22.0,62.9,1
2023-09-20 19:00:00,19.9,74.8,1
2023-09-20 20:00:00,17.5,75.2,1
2023-09-20 21:00:00,20.5,32.0,0
2023-09-20 22:00:00,27.3,56.6,0
2023-09-20 23:00:00,16.7,39.7,0
2023-09-21 00:00:00,16.0,38.2,0
2023-09-21 01:00:00,28.6,48.4,1
2023-09-21 02:00:00,25.7,71.8,1
2023-09-21 03:00:00,15.2,21.4,0
2023-09-21 04:00:00,21.6,23.2,0
2023-09-21 05:00:00,21.8,70.8,1
2023-09-21 06:00:00,24.7,18.7,0
2023-09-21 07:00:00,16.7,38.0,0
2023-09-21 08:00:00,27.4,62.3,1
2023-09-21 09:00:00,21.5,75.9,1
2023-09-21 10:00:00,15.9,58.4,0
2023-09-21 11:00:00,23.6,25.1,0
2023-09-21 12:00:00,21.5,31.9,0
2023-09-21 13:00:00,27.4,55.6,0
2023-09-21 14:00:00,23.4,61.8,1
2023-09-21 15:00:00,19.4,27.5,0
2023-09-21 16:00:00,24.7,40.3,0
2023-09-21 17:00:00,16.7,64.2,1
2023-09-21 18:00:00,26.3,72.1,1
2023-09-21 19:00:00,24.2,22.0,0
2023-09-21 20:00:00,23.5,50.8,0
2023-09-21 21:00:00,15.7,64.2,1
2023-09-21 22:00:00,19.3,65.9,1
2023-09-21 23:00:00,24.7,18.7,0
2023-09-22 00:00:00,25.9,62.1,1
2023-09-22 01:00:00,18.2,29.6,0
2023-09-22 02:00:00,26.4,68.6,1
2023-09-22 03:00:00,23.2,37.0,0
2023-09-22 04:00:00,18.1,35.2,0
2023-09-22 05:00:00,23.6,53.7,0
2023-09-22 06:00:00,29.5,59.8,1
2023-09-22 07:00:00,25.5,13.1,0
2023-09-22 08:00:00,27.1,64.5,1
2023-09-22 09:00:00,22.5,39.9,0
2023-09-22 10:00:00,19.9,33.5,0
2023-09-22 11:00:00,15.6,10.9,0
2023-09-22 12:00:00,22.9,38.4,0
2023-09-22 13:00:00,25.4,27.5,0
2023-09-22 14:00:00,29.0,19.8,1
2023-09-22 15:00:00,20.9,10.4,0
2023-09-22 16:00:00,17.9,79.2,1
2023-09-22 17:00:00,17.6,37.6,0
2023-09-22 18:00:00,18.6,29.9,0
2023-09-22 19:00:00,16.1,21.7,0
2023-09-22 20:00:00,21.4,62.3,1
2023-09-22 21:00:00,27.7,20.0,0
2023-09-22 22:00:00,19.9,37.5,0
2023-09-22 23:00:00,18.5,39.8,0
2023-09-23 00:00:00,29.5,21.8,1
2023-09-23 01:00:00,29.4,70.5,1
2023-09-23 02:00:00,23.5,47.9,0
2023-09-23 03:00:00,23.2,13.9,0
2023-09-23 04:00:00,22.6,48.0,0
2023-09-23 05:00:00,27.4,69.7,1
2023-09-23 06:00:00,28.5,79.4,1
2023-09-23 07:00:00,25.1,63.7,1
2023-09-23 08:00:00,21.7,21.9,0
2023-09-23 09:00:00,18.4,17.5,0
2023-09-23 10:00:00,24.4,33.6,0
2023-09-23 11:00:00,27.6,72.8,1
2023-09-23 12:00:00,16.3,26.8,0
2023-09-23 13:00:00,19.0,49.8,0
2023-09-23 14:00:00,25.6,29.7,0
2023-09-23 15:00:00,21.1,40.9,0
2023-09-23 16:00:00,24.0,46.3,0
2023-09-23 17:00:00,23.1,42.4,0
2023-09-23 18:00:00,24.2,43.2,0
2023-09-23 19:00:00,25.3,67.1,1
2023-09-23 20:00:00,21.6,61.0,1
2023-09-23 21:00:00,29.5,42.2,1
2023-09-23 22:00:00,23.6,53.9,0
2023-09-23 23:00:00,28.5,29.7,1
2023-09-24 00:00:00,17.4,14.5,0
2023-09-24 01:00:00,16.1,43.3,0
2023-09-24 02:00:00,27.2,17.4,0
2023-09-24 03:00:00,16.1,59.8,0
2023-09-24 04:00:00,25.9,75.0,1
2023-09-24 05:00:00,16.1,17.7,0
2023-09-24 06:00:00,15.6,65.5,1
2023-09-24 07:00:00,24.2,51.9,0
2023-09-24 08:00:00,24.9,65.2,1
2023-09-24 09:00:00,26.4,65.2,1
2023-09-24 10:00:00,26.3,58.7,0
2023-09-24 11:00:00,22.7,31.4,0
2023-09-24 12:00:00,28.0,50.0,1
2023-09-24 13:00:00,21.5,21.4,0
2023-09-24 14:00:00,18.1,51.9,0
2023-09-24 15:00:00,30.0,33.7,1
2023-09-24 16:00:00,24.5,29.9,0
2023-09-24 17:00:00,17.0,66.1,1
2023-09-24 18:00:00,22.9,22.5,0
2023-09-24 19:00:00,16.1,59.0,0
2023-09-24 20:00:00,17.8,20.5,0
2023-09-24 21:00:00,25.2,24.9,0
2023-09-24 22:00:00,16.2,54.4,0
2023-09-24 23:00:00,25.0,65.2,1
2023-09-25 00:00:00,22.1,34.9,0
2023-09-25 01:00:00,28.4,50.4,1
2023-09-25 02:00:00,29.6,25.2,1
2023-09-25 03:00:00,22.9,55.7,0
2023-09-25 04:00:00,18.1,56.2,0
2023-09-25 05:00:00,17.6,20.5,0
2023-09-25 06:00:00,23.0,62.8,1
2023-09-25 07:00:00,29.8,35.9,1
2023-09-25 08:00:00,21.6,56.4,0
2023-09-25 09:00:00,29.4,73.8,1
2023-09-25 10:00:00,20.4,27.0,0
2023-09-25 11:00:00,24.1,55.7,0
2023-09-25 12:00:00,21.2,44.8,0
2023-09-25 13:00:00,16.6,77.4,1
2023-09-25 14:00:00,20.9,79.8,1
2023-09-25 15:00:00,21.6,68.7,1
2023-09-25 16:00:00,17.2,48.5,0
2023-09-25 17:00:00,18.7,58.9,0
2023-09-25 18:00:00,19.5,50.2,0
2023-09-25 19:00:00,29.7,61.1,1
2023-09-25 20:00:00,22.2,52.8,0
2023-09-25 21:00:00,19.0,75.3,1
2023-09-25 22:00:00,27.9,77.1,1
2023-09-25 23:00:00,21.1,47.7,0
2023-09-26 00:00:00,27.5,38.1,0
2023-09-26 01:00:00,27.3,33.9,0
2023-09-26 02:00:00,23.9,28.2,0
2023-09-26 03:00:00,21.1,28.5,0
2023-09-26 04:00:00,20.1,66.6,1
2023-09-26 05:00:00,18.1,70.5,1
2023-09-26 06:00:00,24.5,31.0,0
